category,fabric,product_name,color,color_hex,limited,reverse_side,image_filename
Tablecloths and Overlays,Specialty,Eleanor - Bone,Eleanor - Bone,#B6A899,,,eleanorspeciality.jpg
Tablecloths and Overlays,Specialty,Fairy Dust Black,Fairy Dust Black,#B6A899,,,fairydustblack.jpg
Tablecloths and Overlays,Specialty,Fairy Dust Pink,Fairy Dust Pink,#B6A899,,,PinkFairyDust.jpg
Tablecloths and Overlays,Specialty,Federal Blue Granite,Federal Blue Granite,#B6A899,,,federalbluegranite.jpg
Tablecloths and Overlays,Specialty,Federal Blue Granite Reverse,Federal Blue Granite,#B6A899,,yes,swatch17.jpg
Tablecloths and Overlays,Specialty,Florence,Florence,#B6A899,,,florence.jpg
Tablecloths and Overlays,Specialty,Garden Floral,Garden Floral,#B6A899,,,gardenfloral.jpg
Tablecloths and Overlays,Specialty,Gatsby,Gatsby,#B6A899,,,specialtygatsby.jpg
Tablecloths and Overlays,Specialty,Gatsby Reverse,Gatsby,#B6A899,,yes,GatsbyReverse.jpg
Tablecloths and Overlays,Specialty,Gold Gingham Mini Check,Gold Gingham Mini Check,#B6A899,,,tangerineminiginghamcheck.jpg
Tablecloths and Overlays,Specialty,Halas Navy,Halas Navy,#B6A899,,,halasnavy.jpg
Tablecloths and Overlays,Specialty,Halas Tangerine,Halas Tangerine,#B6A899,,,halastangerine.jpg
Tablecloths and Overlays,Specialty,Hampton Botanical Apple,Hampton Botanical Apple,#B6A899,,,hamptonbotanicalapple.jpg
Tablecloths and Overlays,Specialty,Hampton Botanical Dune,Hampton Botanical Dune,#B6A899,,,dunehamptonbotanical.jpg
Tablecloths and Overlays,Specialty,Hampton Botanical Rosé,Hampton Botanical Rosé,#B6A899,,,hamptonbotanicalrose.jpg
Tablecloths and Overlays,Specialty,Hampton Stripe Apple,Hampton Stripe Apple,#B6A899,,,hamptonstripeapple2.jpg
Tablecloths and Overlays,Specialty,Hampton Stripe Coastal,Hampton Stripe Coastal,#B6A899,,,hamptonstripecoastal.jpg
Tablecloths and Overlays,Specialty,Hampton Stripe Dune,Hampton Stripe Dune,#B6A899,,,dunehamptonstripe1.jpg
Tablecloths and Overlays,Specialty,Hampton Stripe Rosé,Hampton Stripe Rosé,#B6A899,,,hamptonstriperose.jpg
Tablecloths and Overlays,Specialty,Helena Apple,Helena Apple,#B6A899,,,helenaapple.jpg
Tablecloths and Overlays,Specialty,Helena Apple Reverse,Helena Apple,#B6A899,,yes,swatch1.jpg
Tablecloths and Overlays,Specialty,Helena Blue,Helena Blue,#B6A899,,,helenablue.jpg
Tablecloths and Overlays,Specialty,Helena Blue Reverse,Helena Blue,#B6A899,,yes,swatch2.jpg
Tablecloths and Overlays,Specialty,Helena Orange,Helena Orange,#B6A899,,,helenaorange.jpg
Tablecloths and Overlays,Specialty,Helena Orange Reverse,Helena Orange,#B6A899,,yes,swatch3.jpg
Tablecloths and Overlays,Specialty,Hemstitch White,Hemstitch White,#B6A899,,,SpecialtyHemstitchedWhite.jpg
Tablecloths and Overlays,Specialty,Hex,Hex,#B6A899,,,hex.jpg
Tablecloths and Overlays,Specialty,Holiday Plaid,Holiday Plaid,#B6A899,,,holidayplaidred.jpg
Tablecloths and Overlays,Specialty,Holly,Holly,#B6A899,,,holly.jpg
Tablecloths and Overlays,Specialty,Indigo Bloom,Indigo Bloom,#B6A899,,,indigobloom.jpg
Tablecloths and Overlays,Specialty,Josephine Lace,Josephine Lace,#B6A899,,,lacejosephine.jpg
Tablecloths and Overlays,Specialty,Juliette's Palette Floral,Juliette's Palette Floral,#B6A899,,,juliettespalettes.jpg
Tablecloths and Overlays,Specialty,Key West,Key West,#B6A899,,,keywest.jpg
Tablecloths and Overlays,Specialty,Kiwi Palazzo,Kiwi Palazzo,#B6A899,,,kiwi.jpg
Tablecloths and Overlays,Specialty,Kringle,Kringle,#B6A899,,,kingle.jpg
Tablecloths and Overlays,Specialty,Lace Ivory,Lace Ivory,#B6A899,,,laceivory.jpg
Tablecloths and Overlays,Specialty,Lace White,Lace White,#B6A899,,,WhiteLace.jpg
Tablecloths and Overlays,Specialty,Laguna,Laguna,#B6A899,,,artsylaguna.jpg
Tablecloths and Overlays,Specialty,Lilac Gingham Mini Check,Lilac Gingham Mini Check,#B6A899,,,lilacminiginghamcheck.jpg
Tablecloths and Overlays,Specialty,Lorelei,Lorelei,#B6A899,,,lorelei.jpg
Tablecloths and Overlays,Specialty,Lucia,Lucia,#B6A899,,,lucia.jpg
Tablecloths and Overlays,Specialty,Meteorite,Meteorite,#B6A899,,,meteorite.jpg
Tablecloths and Overlays,Specialty,Metropolitan Concrete,Metropolitan Concrete,#B6A899,,,concrete2.jpg
Tablecloths and Overlays,Specialty,Metropolitan Natural,Metropolitan Natural,#B6A899,,,metropolitiannatural.jpg
Tablecloths and Overlays,Specialty,Midas Travertine,Midas Travertine,#B6A899,,,midastravertinegold.jpg
Tablecloths and Overlays,Specialty,Midas Travertine Reverse,Midas Travertine,#B6A899,,yes,swatch4.jpg
Tablecloths and Overlays,Specialty,Middleton Lace,Middleton Lace,#B6A899,,,middleton.jpg
Tablecloths and Overlays,Specialty,Mirage Hazel,Mirage Hazel,#B6A899,,,HazelMirage.jpg
Tablecloths and Overlays,Specialty,Mirage Honey,Mirage Honey,#B6A899,,,HoneyMirage.jpg
Tablecloths and Overlays,Specialty,Mirage Sandstone,Mirage Sandstone,#B6A899,,,sandstone2.jpg
Tablecloths and Overlays,Specialty,Mirage Tide,Mirage Tide,#B6A899,,,TideMirage.jpg
Tablecloths and Overlays,Specialty,Mirage Vanilla,Mirage Vanilla,#B6A899,,,VanillaMirage.jpg
Tablecloths and Overlays,Specialty,Nadia,Nadia,#B6A899,,,nadia.jpg
Tablecloths and Overlays,Specialty,Nantucket,Nantucket,#B6A899,,,nantucket.jpg
Tablecloths and Overlays,Specialty,Napa Blue,Napa Blue,#B6A899,,,napablue2.jpg
Tablecloths and Overlays,Specialty,Napa Orange,Napa Orange,#B6A899,,,napaorange.jpg
Tablecloths and Overlays,Specialty,Navy Gingham Mini Check,Navy Gingham Mini Check,#B6A899,,,navyminiginghamcheck.jpg
Tablecloths and Overlays,Specialty,Ornamental Silver Lace,Ornamental Silver Lace,#B6A899,,,ornamentallacesilver.jpg
Tablecloths and Overlays,Specialty,Ornamental White Lace,Ornamental White Lace,#B6A899,,,ornamentallacewhite.jpg
Tablecloths and Overlays,Specialty,Pamela Palm,Pamela Palm,#B6A899,,,PamelaPalm.jpg
Tablecloths and Overlays,Specialty,Patchwork,Patchwork,#B6A899,,,patchwork.jpg
Tablecloths and Overlays,Specialty,Phoebe,Phoebe,#B6A899,,,phoebe.jpg
Tablecloths and Overlays,Specialty,Phoenix,Phoenix,#B6A899,,,phoenix.jpg
Tablecloths and Overlays,Specialty,Pink Gingham Mini Check,Pink Gingham Mini Check,#B6A899,,,pinkminiginghamcheck.jpg
Tablecloths and Overlays,Specialty,Polka Dots Black with White,Polka Dots Black with White,#B6A899,,,whitedotsblack.jpg
Tablecloths and Overlays,Specialty,Polka Dots Lime with White,Polka Dots Lime with White,#B6A899,,,whitedotslime.jpg
Tablecloths and Overlays,Specialty,Polka Dots Red with White,Polka Dots Red with White,#B6A899,,,whitedotsred.jpg
Tablecloths and Overlays,Specialty,Polka Dots White with Black,Polka Dots White with Black,#B6A899,,,blactdotswhite.jpg
Tablecloths and Overlays,Specialty,Purple Gingham,Purple Gingham,#B6A899,,,ginghampurple.jpg
Tablecloths and Overlays,Specialty,Red Gingham Mini Check,Red Gingham Mini Check,#B6A899,,,redminiginghamcheck.jpg
Tablecloths and Overlays,Specialty,Red Shantung Swirl,Red Shantung Swirl,#B6A899,,,shantungswirlred.jpg
Tablecloths and Overlays,Specialty,Regency,Regency,#B6A899,,,laguna.jpg
Tablecloths and Overlays,Specialty,Retro Vintage,Retro Vintage,#B6A899,,,artsyvintage.jpg
Tablecloths and Overlays,Specialty,Romeo,Romeo,#B6A899,,,romeo.jpg
Tablecloths and Overlays,Specialty,Santorini,Santorini,#B6A899,,,santorini.jpg
Tablecloths and Overlays,Specialty,Santorini Reverse,Santorini,#B6A899,,yes,swatch5.jpg
Tablecloths and Overlays,Specialty,Savannah Vintage Blossom (Limited),Savannah Vintage Blossom,#B6A899,yes,,savannahblossom.jpg
Tablecloths and Overlays,Specialty,Savannah Vintage Lilac - LIMITED,Savannah Vintage Lilac,#B6A899,yes,,savannahlilac.jpg
Tablecloths and Overlays,Specialty,Sequins Black,Sequins Black,#B6A899,,,sequinblack.jpg
Tablecloths and Overlays,Specialty,Sequins Blush,Sequins Blush,#B6A899,,,sequinblush.jpg
Tablecloths and Overlays,Specialty,Sequins Gold,Sequins Gold,#B6A899,,,sequingold.jpg
Tablecloths and Overlays,Specialty,Sequins Lace Navy,Sequins Lace Navy,#B6A899,,,sequinlacenavy.jpg
Tablecloths and Overlays,Specialty,Sequins Rose Gold,Sequins Rose Gold,#B6A899,,,sequinrosegold.jpg
Tablecloths and Overlays,Specialty,Sequins Silver,Sequins Silver,#B6A899,,,sequinsilver.jpg
Tablecloths and Overlays,Specialty,Sequins White,Sequins White,#B6A899,,,sequinwhite.jpg
Tablecloths and Overlays,Specialty,Shag Gold,Shag Gold,#B6A899,,,tablecloth5.jpg
Tablecloths and Overlays,Specialty,Shag Red,Shag Red,#B6A899,,,tablecloth3.jpg
Tablecloths and Overlays,Specialty,Shag Silver,Shag Silver,#B6A899,,,tablecloth4.jpg
Tablecloths and Overlays,Specialty,Silhouette,Silhouette,#B6A899,,,silhouette.jpg
Tablecloths and Overlays,Specialty,Silver Amandine,Silver Amandine,#B6A899,,,silveramandine4-2.jpg
Tablecloths and Overlays,Specialty,Somerset Damask Gold (Limited),Somerset Damask Gold,#B6A899,yes,,somersetdamaskgold.jpg
Tablecloths and Overlays,Specialty,Somerset Damask Ivory (Limited),Somerset Damask Ivory,#B6A899,yes,,somersetdamaskivoty.jpg
Tablecloths and Overlays,Specialty,Somerset Damask Purple (Limited),Somerset Damask Purple,#B6A899,yes,,somersetdamaskpurple.jpg
Tablecloths and Overlays,Specialty,Somerset Damask White (Limited),Somerset Damask White,#B6A899,yes,,WhiteSommersetDamask.jpg
Tablecloths and Overlays,Specialty,Sonoma Stripe Blue,Sonoma Stripe Blue,#B6A899,,,sonomastripeblue2.jpg
Tablecloths and Overlays,Specialty,Sonoma Stripe Orange,Sonoma Stripe Orange,#B6A899,,,sonomastripeorange2.jpg
Tablecloths and Overlays,Specialty,Sparkle Sheer Black,Sparkle Sheer Black,#B6A899,,,tablecloth23.jpg
Tablecloths and Overlays,Specialty,Sparkle Sheer Gold,Sparkle Sheer Gold,#B6A899,,,tablecloth6.jpg
Tablecloths and Overlays,Specialty,Sparkle Sheer Ivory,Sparkle Sheer Ivory,#B6A899,,,tablecloth20.jpg
Tablecloths and Overlays,Specialty,Sparkle Sheer Lilac,Sparkle Sheer Lilac,#B6A899,,,tablecloth8.jpg
Tablecloths and Overlays,Specialty,Sparkle Sheer Royal,Sparkle Sheer Royal,#B6A899,,,tablecloth22.jpg
Tablecloths and Overlays,Specialty,Sparkle Sheer White,Sparkle Sheer White,#B6A899,,,tablecloth8.jpg
Tablecloths and Overlays,Specialty,Spiro,Spiro,#B6A899,,,spiro.jpg
Tablecloths and Overlays,Specialty,Stripe Black and White,Stripe Black and White,#B6A899,,,tablecloth14.jpg
Tablecloths and Overlays,Specialty,Stripe Navy and White,Stripe Navy and White,#B6A899,,,tablecloth13.jpg
Tablecloths and Overlays,Specialty,Stripe Red and White,Stripe Red and White,#B6A899,,,tablecloth15.jpg
Tablecloths and Overlays,Specialty,Tie-Dye,Tie-Dye,#B6A899,,,artsytiedye.jpg
Tablecloths and Overlays,Specialty,Turquoise Gingham Mini Check,Turquoise Gingham Mini Check,#B6A899,,,turquoiseminiginghamcheck.jpg
Tablecloths and Overlays,Specialty,Velvet Black,Velvet Black,#B6A899,,,velvetblack.jpg
Tablecloths and Overlays,Specialty,Velvet Champagne Gold,Velvet Champagne Gold,#B6A899,,,velvetgold.jpg
Tablecloths and Overlays,Specialty,Velvet Charcoal,Velvet Charcoal,#B6A899,,,velvetcharcoal.jpg
Tablecloths and Overlays,Specialty,Velvet Glacier Gray,Velvet Glacier Gray,#B6A899,,,velvetglaciergray.jpg
Tablecloths and Overlays,Specialty,Velvet Hunter,Velvet Hunter,#B6A899,,,velvethunter.jpg
Tablecloths and Overlays,Specialty,Velvet Ice Pink,Velvet Ice Pink,#B6A899,,,velveticepink.jpg
Tablecloths and Overlays,Specialty,Velvet Ivory,Velvet Ivory,#B6A899,,,velvetivory.jpg
Tablecloths and Overlays,Specialty,Velvet Lavender,Velvet Lavender,#B6A899,,,luxelavender2.jpg
Tablecloths and Overlays,Specialty,Velvet Loden,Velvet Loden,#B6A899,,,velvetloden.jpg
Tablecloths and Overlays,Specialty,Velvet Merlot,Velvet Merlot,#B6A899,,,velvetmerlot2.jpg
Tablecloths and Overlays,Specialty,Velvet Midnight Blue,Velvet Midnight Blue,#B6A899,,,velvetmidnightblue.jpg
Tablecloths and Overlays,Specialty,Velvet Sapphire,Velvet Sapphire,#B6A899,,,sapphire3.jpg
Tablecloths and Overlays,Specialty,Velvet Spice,Velvet Spice,#B6A899,,,velvetspice.jpg
Tablecloths and Overlays,Specialty,Velvet Taupe,Velvet Taupe,#B6A899,,,luxetaupevelvet1.jpg
Tablecloths and Overlays,Specialty,Verve Black,Verve Black,#B6A899,,,blackverve2.jpg
Tablecloths and Overlays,Specialty,Verve Champagne Gold,Verve Champagne Gold,#B6A899,,,vervechampagne.jpg
Tablecloths and Overlays,Specialty,Verve Chocolate Truffle,Verve Chocolate Truffle,#B6A899,,,vervechocolatetruffle.jpg
Tablecloths and Overlays,Specialty,Verve Ivory,Verve Ivory,#B6A899,,,IvoryVerve.jpg
Tablecloths and Overlays,Specialty,Verve Navy,Verve Navy,#B6A899,,,midnightblueVerve.jpg
Tablecloths and Overlays,Specialty,Verve Pearl,Verve Pearl,#B6A899,,,vervepearl.jpg
Tablecloths and Overlays,Specialty,Water Lily,Water Lily,#B6A899,,,waterlilly.jpg
Tablecloths and Overlays,Specialty,White Black embroidered,White Black embroidered,#B6A899,,,whiteblackembroidered.jpg
Tablecloths and Overlays,Specialty,Willow Gingham Mini Check,Willow Gingham Mini Check,#B6A899,,,willowminiginghamcheck2.jpg
Tablecloths and Overlays,Specialty,Woodland,Woodland,#B6A899,,,Woodlands.jpg
Tablecloths and Overlays,Specialty,Woodland Reverse,Woodland,#B6A899,,yes,swatch6a.jpg
Tablecloths and Overlays,Specialty,Wren Coastal,Wren Coastal,#B6A899,,,coastalwren.jpg
Tablecloths and Overlays,Specialty,Zebra,Zebra,#B6A899,,,swatch16.jpg
Napkins,Classic Solid,Classic Solid Apple,Apple,#7CB342,,,ClassicSolidApple.jpg
Napkins,Classic Solid,Classic Solid Aqua,Aqua,#4DD0C4,,,ClassicSolidAqua.jpg
Napkins,Classic Solid,Classic Solid Black,Black,#20232A,,,ClassicSolidBlack.jpg
Napkins,Classic Solid,Classic Solid Blush,Blush,#D9AFAE,,,ClassicSolidBlush.jpg
Napkins,Classic Solid,Classic Solid Brown,Brown,#6B4A34,,,ClassicSolidBrown.jpg
Napkins,Classic Solid,Classic Solid Burgundy,Burgundy,#6B2737,,,ClassicSolidBurgundy.jpg
Napkins,Classic Solid,Classic Solid Burnt Orange,Burnt Orange,#C1502E,,,NapkinClassicsolidburntorange_r2.jpg
Napkins,Classic Solid,Classic Solid Cafe,Cafe,#5B3A29,,,ClassicSolidCafe.jpg
Napkins,Classic Solid,Classic Solid Camel,Camel,#C19A6B,,,ClassicSolidCamel.jpg
Napkins,Classic Solid,Classic Solid Caribbean Blue,Caribbean Blue,#1CA9C9,,,Napkin_caribbeanblueclassicsolid_r.jpg
Napkins,Classic Solid,Classic Solid Charcoal,Charcoal,#3A3F44,,,ClassicSolidCharcoal.jpg
Napkins,Classic Solid,Classic Solid Citron,Citron,#9FB03A,,,ClassicSolidCitron.jpg
Napkins,Classic Solid,Classic Solid Eggplant,Eggplant,#5B3358,,,ClassicSolidEggplant.jpg
Napkins,Classic Solid,Classic Solid Gold,Gold,#C9A227,,,ClassicSolidGold.jpg
Napkins,Classic Solid,Classic Solid Ivory,Ivory,#F1EEE3,,,ClassicSolidIvory.jpg
Napkins,Classic Solid,Classic Solid Kelly,Kelly,#3E8E4F,,,ClassicSolidKelly.jpg
Napkins,Classic Solid,Classic Solid Light Blue,Light Blue,#A9CCE3,,,ClassicSolidLightBlue.jpg
Napkins,Classic Solid,Classic Solid Lilac,Lilac,#C6A6D6,,,ClassicSolidLilac.jpg
Napkins,Classic Solid,Classic Solid Lime,Lime,#B7D14A,,,ClassicSolidLime.jpg
Napkins,Classic Solid,Classic Solid Maize,Maize,#E8C547,,,ClassicSolidMaize.jpg
Napkins,Classic Solid,Classic Solid Mint,Mint,#9FD8B8,,,ClassicSolidMint.jpg
Napkins,Classic Solid,Classic Solid Moss,Moss,#6B7A4A,,,ClassicSolidMoss.jpg
Napkins,Classic Solid,Classic Solid Navy,Navy,#1F2E4A,,,ClassicSolidNavy.jpg
Napkins,Classic Solid,Classic Solid Periwinkle,Periwinkle,#8B9DDB,,,ClassicSolidPeriwinkle.jpg
Napkins,Classic Solid,Classic Solid Pink,Pink,#E8A6C1,,,ClassicSolidPink.jpg
Napkins,Classic Solid,Classic Solid Purple,Purple,#6C4A9C,,,ClassicSolidPurple.jpg
Napkins,Classic Solid,Classic Solid Raspberry,Raspberry,#9C2B4E,,,ClassicSolidRaspberry.jpg
Napkins,Classic Solid,Classic Solid Red,Red,#B12A2A,,,ClassicSolidRed.jpg
Napkins,Classic Solid,Classic Solid Royal,Royal,#2E4EA6,,,ClassicSolidRoyal.jpg
Napkins,Classic Solid,Classic Solid Sage,Sage,#8A9A7B,,,ClassicSolidSage.jpg
Napkins,Classic Solid,Classic Solid Seamist,Seamist,#8FC1B5,,,ClassicSolidSeamist.jpg
Napkins,Classic Solid,Classic Solid Silver,Silver,#B9BDC1,,,ClassicSolidSilver.jpg
Napkins,Classic Solid,Classic Solid Slate Blue,Slate Blue,#5B7A9D,,,ClassicSolidSlateBlue.jpg
Napkins,Classic Solid,Classic Solid Tan,Tan,#C2A87A,,,ClassicSolidTan.jpg
Napkins,Classic Solid,Classic Solid Tangerine,Tangerine,#E8792E,,,ClassicSolidTangerine.jpg
Napkins,Classic Solid,Classic Solid Teal,Teal,#1B7B7A,,,ClassicSolidTeal.jpg
Napkins,Classic Solid,Classic Solid Turquoise,Turquoise,#2FB6B0,,,ClassicSolidTurquoise.jpg
Napkins,Classic Solid,Classic Solid White,White,#FAFAFA,,,ClassicSolidWhite.jpg
Napkins,Classic Solid,Classic Solid Yellow,Yellow,#EFCB3B,,,ClassicSolidYellow.jpg
Napkins,Imperial Stripe,Imperial Stripe Black (Limited),Black,#20232A,yes,,ImperialStripeBlack.jpg
Napkins,Imperial Stripe,Imperial Stripe Burgundy (Limited),Burgundy,#6B2737,yes,,ImperialStripeBurgundy.jpg
Napkins,Imperial Stripe,Imperial Stripe Forest Green (Limited),Forest Green,#2E5339,yes,,ImperialStripeForestGreen.jpg
Napkins,Imperial Stripe,Imperial Stripe Ivory (Limited),Ivory,#F1EEE3,yes,,ImperialStripeIvory.jpg
Napkins,Imperial Stripe,Imperial Stripe Navy (Limited),Navy,#1F2E4A,yes,,ImperialStripeNavy.jpg
Napkins,Imperial Stripe,Imperial Stripe Red (Limited),Red,#B12A2A,yes,,ImperialStripeRed.jpg
Napkins,Imperial Stripe,Imperial Stripe White (Limited),White,#FAFAFA,yes,,ImperialStripeWhite.jpg
Napkins,Picnic Check,Picnic Check Black,Black,#20232A,,,PicnicCheckBlack.jpg
Napkins,Picnic Check,Picnic Check Blue,Blue,#B6A899,,,PicnicCheckBlue.jpg
Napkins,Picnic Check,Picnic Check Green,Green,#B6A899,,,PicnicCheckGreen.jpg
Napkins,Picnic Check,Picnic Check Red,Red,#B12A2A,,,PicnicCheckRed.jpg
Napkins,Picnic Check,Picnic Check Yellow,Yellow,#EFCB3B,,,PicnicCheckYellow.jpg
Napkins,Picnic Check,Raspberry,Raspberry,#9C2B4E,,,Napkin-RaspberryPicnicCheck2.jpg
Napkins,Shantung,Shantung Avocado,Avocado,#8A9A46,,,NapkinAvocadoShantung3.jpg
Napkins,Shantung,Shantung Avocado Reversed,Avocado,#8A9A46,,yes,NapkinAvocadaShantungreverse3.jpg
Napkins,Shantung,Shantung Black,Black,#20232A,,,ShantungBlack.jpg
Napkins,Shantung,Shantung Burgundy,Burgundy,#6B2737,,,ShantungBurgundy.jpg
Napkins,Shantung,Shantung Burgundy Reversed,Burgundy,#6B2737,,yes,ShantungBurgundyReversed.jpg
Napkins,Shantung,Shantung Cafe,Cafe,#5B3A29,,,ShantungCafe.jpg
Napkins,Shantung,Shantung Cafe Reversed,Cafe,#5B3A29,,yes,ShantungCafeReversed.jpg
Napkins,Shantung,Shantung Charcoal,Charcoal,#3A3F44,,,ShantungCharcoal.jpg
Napkins,Shantung,Shantung Charcoal Reversed,Charcoal,#3A3F44,,yes,ShantungCharcoalReversed.jpg
Napkins,Shantung,Shantung Coral,Coral,#E8836B,,,ShantungBlushRose.jpg
Napkins,Shantung,Shantung Coral Reversed,Coral,#E8836B,,yes,ShantungBlushRoseReversed.jpg
Napkins,Shantung,Shantung Cornsilk,Cornsilk,#F0DFA0,,,ShantungCornsilk.jpg
Napkins,Shantung,Shantung Cornsilk Reversed,Cornsilk,#F0DFA0,,yes,ShantungCornsilkReversed.jpg
Napkins,Shantung,Shantung Emerald,Emerald,#1F8B5C,,,ShantungEmerald.jpg
Napkins,Shantung,Shantung Emerald Reversed,Emerald,#1F8B5C,,yes,ShantungEmeraldReversed.jpg
Napkins,Shantung,Shantung Espresso,Espresso,#4A3728,,,ShantungEspresso.jpg
Napkins,Shantung,Shantung Espresso Reversed,Espresso,#4A3728,,yes,ShantungEspressoReversed.jpg
Napkins,Shantung,Shantung Fern,Fern,#5E8A4C,,,ShantungFern.jpg
Napkins,Shantung,Shantung Fern Reversed,Fern,#5E8A4C,,yes,ShantungFernReversed.jpg
Napkins,Shantung,Shantung Gold,Gold,#C9A227,,,ShantungGold.jpg
Napkins,Shantung,Shantung Gold Reversed,Gold,#C9A227,,yes,ShantungGoldReversed.jpg
Napkins,Shantung,Shantung Ivory,Ivory,#F1EEE3,,,ShantungIvory.jpg
Napkins,Shantung,Shantung Ivory Reversed,Ivory,#F1EEE3,,yes,ShantungIvoryReversed.jpg
Napkins,Shantung,Shantung Light Pink,Light Pink,#B6A899,,,ShantungLightPink.jpg
Napkins,Shantung,Shantung Light Pink Reversed,Light Pink,#B6A899,,yes,ShantungLightPinkReversed.jpg
Napkins,Shantung,Shantung Lilac,Lilac,#C6A6D6,,,ShantungLilac.jpg
Napkins,Shantung,Shantung Lilac Reversed,Lilac,#C6A6D6,,yes,ShantungLilacReversed.jpg
Napkins,Shantung,Shantung Lime,Lime,#B7D14A,,,ShantungLime.jpg
Napkins,Shantung,Shantung Lime Reversed,Lime,#B7D14A,,yes,ShantungLimeReversed.jpg
Napkins,Shantung,Shantung Oatmeal,Oatmeal,#C9BFA5,,,ShantungOatmeal.jpg
Napkins,Shantung,Shantung Oatmeal Reversed,Oatmeal,#C9BFA5,,yes,ShantungOatmealReversed.jpg
Napkins,Shantung,Shantung Plum,Plum,#6B3A5B,,,ShantungPlum.jpg
Napkins,Shantung,Shantung Plum Reversed,Plum,#6B3A5B,,yes,ShantungPlumReversed.jpg
Napkins,Shantung,Shantung Red,Red,#B12A2A,,,ShantungRed.jpg
Napkins,Shantung,Shantung Red Reversed,Red,#B12A2A,,yes,ShantungRedReversed.jpg
Napkins,Shantung,Shantung Royal,Royal,#2E4EA6,,,NapkinRoyalShantung2.jpg
Napkins,Shantung,Shantung Royal Reversed,Royal,#2E4EA6,,yes,NapkinRoyalShantungReverse2.jpg
Napkins,Shantung,Shantung Silver,Silver,#B9BDC1,,,ShantungSilver.jpg
Napkins,Shantung,Shantung Silver Reversed,Silver,#B9BDC1,,yes,ShantungSilverReversed.jpg
Napkins,Shantung,Shantung Slate Blue,Slate Blue,#5B7A9D,,,NapkinSlateShantng2.jpg
Napkins,Shantung,Shantung Slate Reversed,Slate,#B6A899,,yes,NapkinsSlateShantungReverse2.jpg
Napkins,Shantung,Shantung Tangerine,Tangerine,#E8792E,,,ShantungTangerine.jpg
Napkins,Shantung,Shantung Tangerine Reversed,Tangerine,#E8792E,,yes,TangerineShantungReversed2.jpg
Napkins,Shantung,Shantung Teal,Teal,#1B7B7A,,,ShantungTeal.jpg
Napkins,Shantung,Shantung Teal Reversed,Teal,#1B7B7A,,yes,ShantungTealReversed.jpg
Napkins,Shantung,Shantung Turquoise,Turquoise,#2FB6B0,,,ShantungTurquoise.jpg
Napkins,Shantung,Shantung Turquoise Reversed,Turquoise,#2FB6B0,,yes,ShantungTurquoiseReversed.jpg
Napkins,Shantung,Shantung Watermelon,Watermelon,#E85B6E,,,ShantungWatermelon.jpg
Napkins,Shantung,Shantung Watermelon Reversed,Watermelon,#E85B6E,,yes,ShantungWatermelonReversed.jpg
Napkins,Shantung,Shantung Wedgewood,Wedgewood,#5B7EA0,,,ShantungWedgewood.jpg
Napkins,Shantung,Shantung Wedgewood Reversed,Wedgewood,#5B7EA0,,yes,ShantungWedgewoodReversed.jpg
Napkins,Shantung,Shantung White,White,#FAFAFA,,,ShantungWhite.jpg
Napkins,Shantung,Shantung White Reversed,White,#FAFAFA,,yes,WhiteShantungReversed2.jpg
Napkins,Shantung,Shantung Windsor Blue,Windsor Blue,#2E5A8C,,,ShantungWindsorBlue.jpg
Napkins,Shantung,Shantung Windsor Blue Reverse,Windsor Blue,#2E5A8C,,yes,ShantungWindsorBlueReversed.jpg
Napkins,Matte Lamour,Matte Lamour Apple,Apple,#7CB342,,,MatteLamourApple.jpg
Napkins,Matte Lamour,Matte Lamour Black,Black,#20232A,,,MatteLamourBlack.jpg
Napkins,Matte Lamour,Matte Lamour Blossom Pink,Blossom Pink,#E8B7C4,,,MatteLamourBlossomPink.jpg
Napkins,Matte Lamour,Matte Lamour Burgundy,Burgundy,#6B2737,,,MatteLamourBurgundy.jpg
Napkins,Matte Lamour,Matte Lamour Camel,Camel,#C19A6B,,,MatteLamourCamel.jpg
Napkins,Matte Lamour,Matte Lamour Citron,Citron,#9FB03A,,,MatteLamourCitron.jpg
Napkins,Matte Lamour,Matte Lamour Copper,Copper,#B98A3E,,,MatteLamourCopper.jpg
Napkins,Matte Lamour,Matte Lamour Dark Brown,Dark Brown,#3E2A1C,,,MatteLamourDarkBrown.jpg
Napkins,Matte Lamour,Matte Lamour Eggplant,Eggplant,#5B3358,,,MatteLamourEggplant.jpg
Napkins,Matte Lamour,Matte Lamour Emerald,Emerald,#1F8B5C,,,MatteLamourEmerald.jpg
Napkins,Matte Lamour,Matte Lamour Gold,Gold,#C9A227,,,MatteLamourGold.jpg
Napkins,Matte Lamour,Matte Lamour Hot Pink,Hot Pink,#E23E8C,,,MatteLamourHotPink.jpg
Napkins,Matte Lamour,Matte Lamour Hunter,Hunter,#3B5C3B,,,MatteLamourHunter.jpg
Napkins,Matte Lamour,Matte Lamour Ivory,Ivory,#F1EEE3,,,MatteLamourIvory.jpg
Napkins,Matte Lamour,Matte Lamour Lemon,Lemon,#F2E14C,,,MatteLamourLemon.jpg
Napkins,Matte Lamour,Matte Lamour Light Pink,Light Pink,#B6A899,,,MatteLamourLightPink.jpg
Napkins,Matte Lamour,Matte Lamour Lilac,Lilac,#C6A6D6,,,MatteLamourLilac.jpg
Napkins,Matte Lamour,Matte Lamour Lime,Lime,#B7D14A,,,MatteLamourLime.jpg
